ID,Path,Element,Parent Path,Level,Root Element,Declared In,Declaration,Data Type,Type Source,Content,Min Occurs,Max Occurs,Required,Repeatable,Enumeration Count,Enumerated Values,Definition
559,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/Certainty,Certainty,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution,6,SiteStratigraphy,LithostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
560,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/DatingQualifier,DatingQualifier,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution,6,SiteStratigraphy,LithostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
561,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers,Identifiers,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution,6,SiteStratigraphy,LithostratigraphicAttributionsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
562,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers/Person,Person,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
563,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
564,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/StratigraphicMeasurementsOrFacts,StratigraphicMeasurementsOrFacts,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution,6,SiteStratigraphy,LithostratigraphicAttributionsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,"Container element for multiple measurements (e.g. thickness, dip etc.) or facts (e.g. this bed was first identified by Charles Moore as the Reptile and Fish Bed from which he obtained Nothosaurus). This element contains the standard schema complex type MeasurementOrFact."
565,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/StratigraphicMeasurementsOrFacts/StratigraphicMeasurementOrFact,StratigraphicMeasurementOrFact,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/LithostratigraphicAttributions/LithostratigraphicAttribution/StratigraphicMeasurementsOrFacts,7,SiteStratigraphy,LithostratigraphicAttributionsType,local,abcd:MeasurementOrFact,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Container for single instance of complex type MeasurementOrFact
566,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions,BiostratigraphicAttributions,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy,4,SiteStratigraphy,StratigraphicAttributionsType,local,efg:BiostratigraphicAttributionsType,EFG named complexType,complex,0,1,N,N,0,,Container for optional multiple references to fossil zones e.g. where a range of zones and subzones might be represented.
567,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,BiostratigraphicAttribution,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions,5,SiteStratigraphy,BiostratigraphicAttributionsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,A single declaration of a fossil zone or subzone.
568,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/ZonalFossilType,ZonalFossilType,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"What sort of biozone is being recorded? e.g. what animal or plant group is it based on? (ammonite, brachiopod,coral, plant, foram, nanoplankton etc.)"
569,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/FossilZoneName,FossilZoneName,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The actual name of the biozone. Ideally this should be in its expanded form although common usage tends to abbreviate the generic epithet.
570,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/FossilSubzoneName,FossilSubzoneName,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"The subzone name, if any, this should ideally be in expanded form rather than abbreviated."
571,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/Certainty,Certainty,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
572,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/RangePosition,RangePosition,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Range position if this attribution is the earliest, midway or latest in a possible range. e.g. It is not always clear what zone a particular taxon belongs to and therefore a range may be needed."
573,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/DatingQualifier,DatingQualifier,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
574,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers,Identifiers,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,local,efg:IdentifiersType,EFG named complexType,complex,0,unbounded,N,Y,0,,
575,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers/Person,Person,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
576,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
577,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts,StratigraphicMeasurementsOrFacts,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution,6,SiteStratigraphy,BiostratigraphicAttributionsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,"Container element for multiple measurements (e.g. thickness, dip etc.) or facts (e.g. this bed was first identified by Charles Moore as the Reptile and Fish Bed from which he obtained Nothosaurus). This element contains the standard schema complex type MeasurementOrFact."
578,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts/StratigraphicMeasurementOrFact,StratigraphicMeasurementOrFact,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/BiostratigraphicAttributions/BiostratigraphicAttribution/StratigraphicMeasurementsOrFacts,7,SiteStratigraphy,BiostratigraphicAttributionsType,local,abcd:MeasurementOrFact,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Container for single instance of complex type MeasurementOrFact
579,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations,MagnetostratigraphicDeterminations,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy,4,SiteStratigraphy,StratigraphicAttributionsType,local,efg:MagnetostratigraphicDeterminationsType,EFG named complexType,complex,0,1,N,N,0,,"Container for details of any magnetostratigraphic evidence cited to support the dating of rocks. Magnetostratigraphy uses a range of readings over a sequence of rocks to provide a pattern that is correlated with known dated sequences. It includes its own series of divisions including superchrons, chrons and subchrons."
580,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,MagnetostratigraphicDetermination,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations,5,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Single record of magnetostratigraphic dating
581,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolaritySuperchron,PolaritySuperchron,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,largest division of magnetostratigraphic terms
582,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolarityChron,PolarityChron,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Reference to numerical scheme for labelling time divisions based on magnetic anomalies and reversals
583,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/PolaritySubchron,PolaritySubchron,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Any named subdivision of a Polarity Chron
584,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/MagnetostratigraphicDetail,MagnetostratigraphicDetail,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text describing the use of magnetostratigraphic correlation.
585,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,AnalysisDateTime,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
586,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime/ExactDate,ExactDate,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,7,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
587,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime/DateText,DateText,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisDateTime,7,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
588,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Certainty,Certainty,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
589,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/DatingQualifier,DatingQualifier,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
590,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,Identifiers,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
591,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers/Person,Person,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
592,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
593,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences,AnalysisReferences,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,6,SiteStratigraphy,MagnetostratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,unbounded,N,Y,0,,Container for 1 or more references related to the analysis
594,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences/AnalysisReference,AnalysisReference,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences,7,SiteStratigraphy,MagnetostratigraphicDeterminationsType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
595,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations,IsotopeStratigraphicDeterminations,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy,4,SiteStratigraphy,StratigraphicAttributionsType,local,efg:IsotopeStratigraphicDeterminationsType,EFG named complexType,complex,0,1,N,N,0,,Container for detail referring to any isotope concentration study. Isotope stratigraphy uses a range of readings over a sequence of rocks to create profiles that are correlated with dated sequences.
596,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,IsotopeStratigraphicDetermination,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations,5,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Single record of an isotope stratigraphic determination
597,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/IsotopesMeasured,IsotopesMeasured,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"What isotopes were used for this correlation e.g. Oxygen, Strontium, Carbon or more specific (O18/O16)"
598,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/IsotopeStratigraphicDetail,IsotopeStratigraphicDetail,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,Free text describing the isotope correlation result.
599,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,AnalysisDateTime,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
600,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime/ExactDate,ExactDate,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,7,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
601,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime/DateText,DateText,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,7,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
602,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Certainty,Certainty,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
603,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/DatingQualifier,DatingQualifier,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
604,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,Identifiers,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
605,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers/Person,Person,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
606,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers/Organisation,Organisation,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,7,SiteStratigraphy,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
607,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences,AnalysisReferences,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,6,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for 1 or more references related to the analysis
608,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences/AnalysisReference,AnalysisReference,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences,7,SiteStratigraphy,IsotopeStratigraphicDeterminationsType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
609,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates,RadiometricDates,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy,4,SiteStratigraphy,StratigraphicAttributionsType,local,efg:RadiometricDatesType,EFG named complexType,complex,0,1,N,N,0,,Container for absolute dates obtained from radiometric analysis.
610,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,RadiometricDate,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates,5,SiteStratigraphy,RadiometricDatesType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Container for a single radiometric date analysis
611,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/RadiometricDatingMethod,RadiometricDatingMethod,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"Method, analysis technique used to determine date e.g. radiocarbon, Potassium-Argon etc."
612,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/MaterialDated,MaterialDated,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"What was actually dated? e.g. Glauconite grains in a sandstone, wood from peat-core etc."
613,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/EarliestDate,EarliestDate,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The earliest date in a date range suggested by the analysis or the single date if only one is given
614,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/LatestDate,LatestDate,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The latest date where a range of values is given
615,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/TimeUnit,TimeUnit,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The time units being measured or how the numbers are expressed e.g. millions of years B.P. or thousands of years B.C.
616,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/DatingAccuracy,DatingAccuracy,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The degree of certainty or likely accuracy of the dating analysis e.g. +/- 1 m.y.
617,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate/DatingComment,DatingComment,SiteStratigraphy/SiteSections/SectionLog/SectionUnitStratigraphy/RadiometricDates/RadiometricDate,6,SiteStratigraphy,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text description of the anlysis or its result.
